Timestamps,T1_LEVEL,T2_LEVEL,T0_LEVEL,J_CT3_LEVEL,J_CT6_LEVEL,J_CT5_LEVEL,J2a_15_LEVEL,J1_70_LEVEL,J1_40_LEVEL,J1_50_LEVEL,J1_51_LEVEL,J1_60_LEVEL,J1_61_LEVEL,J2c_12_LEVEL,J2c_14_LEVEL,Jb_53_LEVEL,J2c_11_LEVEL,J2c_13_LEVEL,J2a_20_LEVEL,J2a_30_LEVEL,J2a_33_LEVEL,J2a_23_LEVEL,J2a_41_LEVEL,J_CT1_LEVEL,J_CT2_LEVEL,J1_11_LEVEL,J1_30_LEVEL,J2b_21_LEVEL,J2b_40_LEVEL,J2b_30_LEVEL,J2b_31_LEVEL,J2b_50_LEVEL,J2b_41_LEVEL,J2c_10_LEVEL,J_CT4_LEVEL,J2b_10_LEVEL,J1_10_LEVEL,J1_20_LEVEL,J2a_31_LEVEL,J2a_32_LEVEL,J2a_21_LEVEL,J2a_22_LEVEL,J1-CLin_LEVEL,J2a_40_LEVEL,J1-MPA_LEVEL,J1_33_LEVEL,J1_31_LEVEL,RWtank_Top_LEVEL,J1_34_LEVEL,J2a_10_LEVEL,J2a_12_LEVEL,J2a_13_LEVEL,J2a_14_LEVEL,ER2_Top_LEVEL,ER1_Top_LEVEL,J2b_11_LEVEL,J2b_12_LEVEL,J2b_14_LEVEL,J2b_Leak_LEVEL,J2b_15_LEVEL,J2b_20_LEVEL,J2b_51_LEVEL,J2b_52_LEVEL,J2a_11_LEVEL,J1_32_LEVEL,P_RAW1_FLOW,P_RAW1_STATUS,P_RAW2_FLOW,P_RAW2_STATUS,P_B2_FLOW,P_B2_STATUS,P_B1_FLOW,P_B1_STATUS,V_Gi_G_FLOW,V_Gi_G_STATUS,V_Gi_B_FLOW,V_Gi_B_STATUS,V_SWaT_FLOW,V_SWaT_STATUS,V_PUB_FLOW,V_PUB_STATUS,V_ER2i_FLOW,V_ER2i_STATUS,V_ER2o_FLOW,V_ER2o_STATUS,V_ER1i_FLOW,V_ER1i_STATUS,V_ER1o_FLOW,V_ER1o_STATUS,FCV_ER_FLOW,FCV_ER_STATUS,FCV_RWin_FLOW,FCV_RWin_STATUS
2020-05-18 17:17:39.742218,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:39.838840,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:39.919848,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:40.011594,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:40.095528,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:40.198011,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:40.296584,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:40.379545,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:40.486905,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:40.571815,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:40.646968,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:40.726998,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:40.834359,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:40.942694,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:41.043222,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:41.139845,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:41.224758,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:41.311621,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:41.390677,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:41.488277,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:41.598565,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:41.698116,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:41.782052,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:41.879652,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:41.950900,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:42.038739,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:42.139269,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:42.231011,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:42.339347,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:42.439876,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
2020-05-18 17:17:42.532596,0.32128829999999997,0.1466137999999999,0.5629288000000001,,1,,0,,0,,0,,1,,0,,0,,2,,2,,2,,0,,0,,2,,2
